ARG_Name	ARG	AMR_category	AMR_sub_class	Resistance_mechanism
ICR-MO	ICR-Mo	peptide	peptide antibiotic	antibiotic target alteration
IMI-1	IMI-1	beta-lactam	carbapenem	antibiotic inactivation
IMI-2	IMI-2	beta-lactam	carbapenem	antibiotic inactivation
IMI-3	IMI-3	beta-lactam	carbapenem	antibiotic inactivation
IMI-4	IMI-4	beta-lactam	carbapenem	antibiotic inactivation
IMI-7	IMI-7	beta-lactam	carbapenem	antibiotic inactivation
IMI-8	IMI-8	beta-lactam	carbapenem	antibiotic inactivation
IMIH	imiH	beta-lactam	carbapenem	antibiotic inactivation
IMIS	imiS	beta-lactam	carbapenem	antibiotic inactivation
IMP	IMP	beta-lactam	penem;cephamycin;carbapenem;penam;cephalosporin	antibiotic inactivation
IMP-1	IMP-1	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-10	IMP-10	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-11	IMP-11	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-12	IMP-12	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-13	IMP-13	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-14	IMP-14	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-15	IMP-15	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-16	IMP-16	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-18	IMP-18	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-19	IMP-19	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-2	IMP-2	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-20	IMP-20	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-21	IMP-21	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-22	IMP-22	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-24	IMP-24	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-25	IMP-25	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-26	IMP-26	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-27	IMP-27	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-28	IMP-28	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-29	IMP-29	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-3	IMP-3	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-30	IMP-30	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-31	IMP-31	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-32	IMP-32	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-33	IMP-33	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-34	IMP-34	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-35	IMP-35	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-37	IMP-37	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-38	IMP-38	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-4	IMP-4	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-40	IMP-40	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-41	IMP-41	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-42	IMP-42	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-43	IMP-43	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-44	IMP-44	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-45	IMP-45	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-48	IMP-48	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-49	IMP-49	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-5	IMP-5	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-51	IMP-51	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-52	IMP-52	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-55	IMP-55	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-56	IMP-56	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-6	IMP-6	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-7	IMP-7	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-8	IMP-8	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IMP-9	IMP-9	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
IND-1	IND-1	beta-lactam	carbapenem	antibiotic inactivation
IND-10	IND-10	beta-lactam	carbapenem	antibiotic inactivation
IND-11	IND-11	beta-lactam	carbapenem	antibiotic inactivation
IND-12	IND-12	beta-lactam	carbapenem	antibiotic inactivation
IND-14	IND-14	beta-lactam	carbapenem	antibiotic inactivation
IND-15	IND-15	beta-lactam	carbapenem	antibiotic inactivation
IND-2	IND-2	beta-lactam	carbapenem	antibiotic inactivation
IND-2A	IND-2a	beta-lactam	carbapenem	antibiotic inactivation
IND-3	IND-3	beta-lactam	carbapenem	antibiotic inactivation
IND-4	IND-4	beta-lactam	carbapenem	antibiotic inactivation
IND-5	IND-5	beta-lactam	carbapenem	antibiotic inactivation
IND-6	IND-6	beta-lactam	carbapenem	antibiotic inactivation
IND-7	IND-7	beta-lactam	carbapenem	antibiotic inactivation
IND-8	IND-8	beta-lactam	carbapenem	antibiotic inactivation
IND-9	IND-9	beta-lactam	carbapenem	antibiotic inactivation
IRI	iri	rifamycin	rifamycin antibiotic	antibiotic inactivation
JOHN-1	JOHN-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
KAMB	kamB	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	kasugamycin_resistance_protein_ksgA	aminoglycoside	aminoglycoside antibiotic	-
KDPE	kdpE	aminoglycoside	aminoglycoside antibiotic	antibiotic efflux
KHM-1	KHM-1	beta-lactam	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation
KLEBSIELLA AEROGENES ACRR WITH MUTATION CONFERRING MULTIDRUG ANTIBIOTIC RESISTANCE	Klebsiella aerogenes acrR with mutation conferring multidrug antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
KLEBSIELLA AEROGENES OMP36	Klebsiella aerogenes Omp36	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
KLEBSIELLA MUTANT PHOP CONFERRING ANTIBIOTIC RESISTANCE TO COLISTIN	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	multidrug	macrolide antibiotic;peptide antibiotic	antibiotic efflux;antibiotic target alteration
KLEBSIELLA PNEUMONIAE ACRA	Klebsiella pneumoniae acrA	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux
KLEBSIELLA PNEUMONIAE ACRR WITH MUTATION CONFERRING MULTIDRUG ANTIBIOTIC RESISTANCE	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
KLEBSIELLA PNEUMONIAE KPNE	Klebsiella pneumoniae KpnE	multidrug	aminoglycoside antibiotic;cephalosporin;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
KLEBSIELLA PNEUMONIAE KPNF	Klebsiella pneumoniae KpnF	multidrug	aminoglycoside antibiotic;cephalosporin;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
KLEBSIELLA PNEUMONIAE KPNG	Klebsiella pneumoniae KpnG	multidrug	aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic	antibiotic efflux
KLEBSIELLA PNEUMONIAE KPNH	Klebsiella pneumoniae KpnH	multidrug	aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic	antibiotic efflux
KLEBSIELLA PNEUMONIAE OMPK35	Klebsiella pneumoniae OmpK35	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic;resistance by absence
KLEBSIELLA PNEUMONIAE OMPK36	Klebsiella pneumoniae OmpK36	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic;resistance by absence
KLEBSIELLA PNEUMONIAE OMPK37	Klebsiella pneumoniae OmpK37	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
KLEBSIELLA PNEUMONIAE RAMR MUTANTS	Klebsiella pneumoniae ramR mutants	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
KLEBSIELLA_PNEUMONIAE_OMPK35	Klebsiella_pneumoniae_OmpK35	beta-lactam	penam;carbapenem;monobactam;penem;cephalosporin;cephamycin	reduced permeability to antibiotic;resistance by absence
KLEBSIELLA_PNEUMONIAE_OMPK36	Klebsiella_pneumoniae_OmpK36	beta-lactam	penam;carbapenem;monobactam;penem;cephalosporin;cephamycin	reduced permeability to antibiotic;resistance by absence
KLEBSIELLA_PNEUMONIAE_OMPK37	Klebsiella_pneumoniae_OmpK37	beta-lactam	penam;carbapenem;monobactam;penem;cephalosporin;cephamycin	reduced permeability to antibiotic
KLUG-1	KLUG-1	beta-lactam	beta-lactam antibiotics	-
KLUY-2	KLUY-2	beta-lactam	beta-lactam antibiotics	-
KLUY-3	KLUY-3	beta-lactam	beta-lactam antibiotics	-
KLUY-4	KLUY-4	beta-lactam	beta-lactam antibiotics	-
KPC-1	KPC-1	beta-lactam	cephalosporin;carbapenem,penam;monobactam	antibiotic inactivation
KPC-10	KPC-10	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-11	KPC-11	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-12	KPC-12	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-13	KPC-13	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-14	KPC-14	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-15	KPC-15	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-16	KPC-16	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-17	KPC-17	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-19	KPC-19	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-2	KPC-2	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-22	KPC-22	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-24	KPC-24	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-3	KPC-3	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-4	KPC-4	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-5	KPC-5	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-6	KPC-6	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-7	KPC-7	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-8	KPC-8	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
KPC-9	KPC-9	beta-lactam	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation
L1 BETA-LACTAMASE	L1 beta-lactamase	beta-lactam	cephalosporin	antibiotic inactivation
LACTOBACILLUS REUTERI CAT-TC	Lactobacillus reuteri cat-TC	phenicol	phenicol antibiotic	antibiotic inactivation
LAP-1	LAP-1	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic inactivation
LAP-2	LAP-2	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic inactivation
LARIBACTER HONGKONGENSIS AMPC BETA-LACTAMASE	Laribacter hongkongensis ampC beta-lactamase	beta-lactam	cephalosporin;penam	antibiotic inactivation
LARIBACTER_HONGKONGENSIS_AMPC_BETA-LACTAMASE	Laribacter_hongkongensis_ampC_beta-lactamase	beta-lactam	beta-lactam antibiotics	antibiotic inactivation
LAT-1	LAT-1	beta-lactam	cephamycin	antibiotic inactivation
LCR-1	LCR-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
LEN-1	LEN-1	beta-lactam	penam;penem	antibiotic inactivation
LEN-10	LEN-10	beta-lactam	penam;penem	antibiotic inactivation
LEN-11	LEN-11	beta-lactam	penam;penem	antibiotic inactivation
LEN-12	LEN-12	beta-lactam	penam;penem	antibiotic inactivation
LEN-13	LEN-13	beta-lactam	penam;penem	antibiotic inactivation
LEN-14	LEN-14	beta-lactam	penam;penem	antibiotic inactivation
LEN-15	LEN-15	beta-lactam	penam;penem	antibiotic inactivation
LEN-16	LEN-16	beta-lactam	penam;penem	antibiotic inactivation
LEN-17	LEN-17	beta-lactam	penam;penem	antibiotic inactivation
LEN-18	LEN-18	beta-lactam	penam;penem	antibiotic inactivation
LEN-19	LEN-19	beta-lactam	penam;penem	antibiotic inactivation
LEN-2	LEN-2	beta-lactam	penam;penem	antibiotic inactivation
LEN-20	LEN-20	beta-lactam	penam;penem	antibiotic inactivation
LEN-21	LEN-21	beta-lactam	penam;penem	antibiotic inactivation
LEN-22	LEN-22	beta-lactam	penam;penem	antibiotic inactivation
LEN-23	LEN-23	beta-lactam	penam;penem	antibiotic inactivation
LEN-24	LEN-24	beta-lactam	penam;penem	antibiotic inactivation
LEN-25	LEN-25	beta-lactam	penam;penem	antibiotic inactivation
LEN-26	LEN-26	beta-lactam	penam;penem	antibiotic inactivation
LEN-3	LEN-3	beta-lactam	penam;penem	antibiotic inactivation
LEN-30	LEN-30	beta-lactam	penam;penem	antibiotic inactivation
LEN-32	LEN-32	beta-lactam	penam;penem	antibiotic inactivation
LEN-34	LEN-34	beta-lactam	penam;penem	antibiotic inactivation
LEN-35	LEN-35	beta-lactam	penam;penem	antibiotic inactivation
LEN-36	LEN-36	beta-lactam	penam;penem	antibiotic inactivation
LEN-37	LEN-37	beta-lactam	penam;penem	antibiotic inactivation
LEN-38	LEN-38	beta-lactam	penam;penem	antibiotic inactivation
LEN-39	LEN-39	beta-lactam	penam;penem	antibiotic inactivation
LEN-4	LEN-4	beta-lactam	penam;penem	antibiotic inactivation
LEN-40	LEN-40	beta-lactam	penam;penem	antibiotic inactivation
LEN-41	LEN-41	beta-lactam	penam;penem	antibiotic inactivation
LEN-42	LEN-42	beta-lactam	penam;penem	antibiotic inactivation
LEN-43	LEN-43	beta-lactam	penam;penem	antibiotic inactivation
LEN-5	LEN-5	beta-lactam	penam;penem	antibiotic inactivation
LEN-51	LEN-51	beta-lactam	penam;penem	antibiotic inactivation
LEN-55	LEN-55	beta-lactam	penam;penem	antibiotic inactivation
LEN-58	LEN-58	beta-lactam	penam;penem	antibiotic inactivation
LEN-6	LEN-6	beta-lactam	penam;penem	antibiotic inactivation
LEN-7	LEN-7	beta-lactam	penam;penem	antibiotic inactivation
LEN-8	LEN-8	beta-lactam	penam;penem	antibiotic inactivation
LEN-9	LEN-9	beta-lactam	penam;penem	antibiotic inactivation
LFRA	lfrA	fluoroquinolone	fluoroquinolone antibiotic	antibiotic efflux
LIN	lin	MLS	lincosamide antibiotic	antibiotic inactivation
LING	linG	MLS	lincosamide antibiotic	antibiotic inactivation
LISTERIA MONOCYTOGENES MPRF	Listeria monocytogenes mprF	peptide	peptide antibiotic	antibiotic target alteration
LISTERIA_MONOCYTOGENES_MPRF	Listeria_monocytogenes_mprF	peptide	peptide antibiotic	-
LLMA 23S RIBOSOMAL RNA METHYLTRANSFERASE	LlmA 23S ribosomal RNA methyltransferase	MLS	lincosamide antibiotic	antibiotic target alteration
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	LlmA_23S_ribosomal_RNA_methyltransferase	MLS	lincosamide antibiotic	antibiotic target alteration
LMRA	lmrA	MLS	lincosamide antibiotic	antibiotic efflux;antibiotic target alteration
LMRB	lmrB	MLS	lincosamide antibiotic	antibiotic efflux
LMRC	lmrC	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
LMRD	lmrD	MLS	lincosamide antibiotic	antibiotic efflux
LMRP	lmrP	multidrug	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic efflux
LNUA	lnuA	MLS	lincosamide antibiotic	antibiotic inactivation
LNUB	lnuB	MLS	lincosamide antibiotic	antibiotic inactivation
LNUC	lnuC	MLS	lincosamide antibiotic	antibiotic inactivation
LNUD	lnuD	MLS	lincosamide antibiotic	antibiotic inactivation
LNUE	lnuE	MLS	lincosamide antibiotic	antibiotic inactivation
LNUF	lnuF	MLS	lincosamide antibiotic	antibiotic inactivation
LNUG	lnuG	MLS	lincosamide antibiotic	antibiotic inactivation
LNUP	LnuP	MLS	lincosamide antibiotic	antibiotic inactivation
LPEA	LpeA	MLS	macrolide antibiotic	antibiotic efflux
LPEB	LpeB	MLS	macrolide antibiotic	antibiotic efflux
LPXA	LpxA	peptide	peptide antibiotic	antibiotic target alteration
LPXC	LpxC	peptide	peptide antibiotic	antibiotic target alteration
LPXD	LpxD	peptide	peptide antibiotic	antibiotic target alteration
LRA-1	LRA-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-10	LRA-10	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-12	LRA-12	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-13	LRA-13	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-17	LRA-17	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-18	LRA-18	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-19	LRA-19	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-2	LRA-2	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-3	LRA-3	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-5	LRA-5	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-7	LRA-7	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-8	LRA-8	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRA-9	LRA-9	beta-lactam	cephalosporin;penam	antibiotic inactivation
LRFA	lrfA	fluoroquinolone	fluoroquinolone antibiotic	-
LSA	lsa	multidrug	oxazolidinone antibiotic;lincosamide antibiotic;tetracycline antibiotic;tetracycline antibiotic;streptogramin antibiotic;macrolide antibiotic;pleuromutilin antibiotic; phenicol antibiotic	antibiotic target protection
